FID_,FID_IraqDe,Category,Coalition_,Coalition1,Iraq_force,Iraq_for_1,Civilian_w,Civilian_k,Enemy_wia,Enemy_kia,Enemy_deta,Total_deat,Latitude,Longitude,urban_id,urban,Date_,Am_YES,Am_NO,Am_NA
,21055,IED Explosion,0,0,5,5,11,0,0,1,0,6,35.435158,44.377415,15,1,5/12/09,,,
,21056,IED Pre-detonation,0,0,0,0,0,0,0,1,0,1,36.308838,43.204487,20,1,5/12/09,,,
,11497,Direct Fire,0,0,0,1,0,0,0,0,3,1,36.329071,43.062767,20,1,5/12/09,,,
,11488,Indirect Fire,0,0,0,0,1,1,0,0,0,1,30.86861,46.846146,-1,0,5/11/09,,,
,11492,Direct Fire,0,0,0,0,0,1,0,0,0,1,33.169807,44.555969,9,1,5/11/09,,,
,11491,Assassination,0,0,0,1,0,0,0,0,0,1,33.213615,44.444717,9,1,5/11/09,,,
,11487,Assassination,0,0,0,1,0,0,0,0,0,1,33.320782,44.419834,9,1,5/11/09,,,
,11489,Assassination,0,0,0,1,0,0,0,0,0,1,33.324356,44.412289,9,1,5/11/09,,,
,11494,Direct Fire,0,0,0,0,0,0,0,1,0,1,33.392834,44.39785,9,1,5/11/09,,,
,21054,IED Explosion,0,0,3,0,6,2,0,0,0,2,35.407887,44.387096,15,1,5/11/09,,,
,11490,Direct Fire,0,0,1,1,0,0,0,0,0,1,36.331932,43.066929,20,1,5/11/09,,,
,11493,Direct Fire,0,0,0,1,0,0,0,0,0,1,36.366776,43.08691,20,1,5/11/09,,,
,21053,IED Explosion,0,1,0,0,0,0,0,0,0,1,30.352686,48.161026,-1,0,5/10/09,,,
,11486,Direct Fire,0,0,0,0,0,1,0,0,0,1,36.395496,43.153435,20,1,5/10/09,,,
,11484,Assassination,0,0,0,1,0,0,0,0,0,1,30.381891,47.701527,0,1,5/9/09,,,
,11485,Assassination,0,0,0,0,0,1,0,0,1,1,33.524323,44.137043,-1,0,5/9/09,,,
,21052,IED Explosion,0,0,0,1,0,0,0,0,0,1,33.527298,44.246155,9,1,5/9/09,,,
,21050,IED Explosion,0,0,1,1,0,0,0,0,0,1,36.333935,43.195,20,1,5/9/09,,,
,21051,IED Explosion,0,0,1,1,0,0,0,0,0,1,36.333935,43.195,20,1,5/9/09,,,
,11483,Direct Fire,0,0,0,1,4,0,0,0,0,1,36.343826,43.134602,20,1,5/9/09,,,
,21049,IED Explosion,3,0,0,0,0,0,0,1,0,1,33.395336,43.780361,10,1,5/7/09,,,
,11482,Attack,0,0,0,0,0,0,0,1,0,1,36.337364,43.11916,20,1,5/7/09,,,
,21045,IED Explosion,0,0,0,0,20,5,0,0,0,5,33.199871,44.373318,9,1,5/6/09,,,
,21044,Unknown Explosion,0,0,0,0,0,0,0,1,0,1,33.262352,44.395485,9,1,5/6/09,,,
,11481,Assassination,0,0,0,1,0,0,0,0,0,1,33.32822,44.469212,9,1,5/6/09,,,
,21048,IED Explosion,0,0,0,1,0,0,0,0,0,1,33.352787,44.416721,9,1,5/6/09,,,
,21046,IED Pre-detonation,0,0,0,0,0,0,0,1,0,1,36.342117,43.050297,20,1,5/6/09,,,
,21047,IED Explosion,0,0,3,0,2,1,0,0,0,1,36.351952,43.135521,20,1,5/6/09,,,
,21043,IED Explosion,0,0,0,0,8,3,0,0,4,3,33.343308,44.433872,9,1,5/4/09,,,
,11479,Attack,1,0,1,0,0,0,0,3,0,3,33.498257,45.048145,-1,0,5/4/09,,,
,11480,Attack,0,0,0,1,0,0,0,0,0,1,36.343861,43.136829,20,1,5/4/09,,,
,21042,IED Pre-detonation,0,0,0,0,0,0,0,1,0,1,33.303028,44.484402,9,1,5/3/09,,,
,11477,Assassination,0,0,0,1,0,0,0,0,0,1,33.347603,44.513435,9,1,5/3/09,,,
,21040,IED Pre-detonation,0,0,0,0,0,0,0,1,0,1,33.368214,44.484695,9,1,5/3/09,,,
,21041,IED Explosion,0,0,2,2,2,0,0,0,0,2,36.32777,43.135731,20,1,5/3/09,,,
,11478,Direct Fire,0,0,0,1,0,0,0,0,2,1,36.361954,43.084019,20,1,5/3/09,,,
,21039,IED Explosion,0,0,0,0,2,3,0,0,0,3,35.258163,44.296433,-1,0,5/2/09,,,
,11476,Attack,3,2,0,0,0,0,0,1,1,3,36.156628,43.24239,-1,0,5/2/09,,,
,21038,IED Explosion,0,0,0,0,10,5,0,1,0,6,36.624039,42.81855,-1,0,5/1/09,,,
,21037,IED Found/Cleared,4,3,3,3,0,0,0,0,0,6,33.251801,43.930626,-1,0,4/30/09,,,
,21033,IED Explosion,0,0,0,0,0,1,0,0,0,1,33.201538,43.974968,-1,0,4/29/09,,,
,21036,IED Explosion,0,0,2,0,1,3,0,0,0,3,33.23912,44.323772,9,1,4/29/09,,,
,21034,IED Explosion,0,0,0,0,56,9,0,0,0,9,33.357098,44.473335,9,1,4/29/09,,,
,21035,IED Explosion,0,0,0,0,48,18,0,0,0,18,33.38623,44.453999,9,1,4/29/09,,,
,11475,Direct Fire,1,0,0,0,1,0,2,3,0,3,35.265953,43.909489,-1,0,4/29/09,,,
,21031,IED Explosion,0,0,0,0,0,1,0,0,0,1,33.319237,44.15126,9,1,4/28/09,,,
,11473,Assassination,0,0,0,1,0,0,0,0,0,1,33.361641,44.480831,9,1,4/28/09,,,
,21032,IED Explosion,0,0,0,0,2,3,0,0,0,3,33.429657,44.201843,9,1,4/28/09,,,
,11474,Direct Fire,0,0,0,0,0,1,0,0,0,1,35.448833,44.37191,15,1,4/28/09,,,
,11472,Assassination,0,0,0,1,0,0,0,0,0,1,33.21212,44.334709,9,1,4/27/09,,,
,11471,Attack,0,1,0,0,0,0,0,0,0,1,35.444153,44.396824,15,1,4/25/09,,,
,11470,Attack,0,0,0,1,1,0,0,0,0,1,36.34026,43.125774,20,1,4/25/09,,,
,21029,IED Explosion,0,0,0,1,2,0,0,0,0,1,33.243767,44.349499,9,1,4/24/09,,,
,21021,IED Explosion,0,0,0,1,2,0,0,0,0,1,33.248253,44.345173,9,1,4/24/09,,,
,11469,Attack,0,0,2,1,0,0,0,1,0,2,33.28347,43.798481,-1,0,4/24/09,,,
,21024,IED Explosion,0,0,0,0,116,53,0,2,0,55,33.378819,44.337959,9,1,4/24/09,,,
,21027,IED Explosion,0,0,0,1,0,0,0,0,1,1,33.903648,44.754467,11,1,4/24/09,,,
,21026,IED Explosion,0,0,0,0,1,2,0,0,2,2,34.198444,45.129955,-1,0,4/24/09,,,
,21030,IED Explosion,0,0,6,0,0,1,0,1,0,2,34.28347,45.166233,-1,0,4/24/09,,,
,21028,IED Explosion,0,0,5,0,24,1,0,0,0,1,34.28437,45.16732,-1,0,4/24/09,,,
,21025,IED Explosion,0,0,0,0,0,0,0,2,0,2,36.117161,41.770958,-1,0,4/24/09,,,
,21023,IED Explosion,0,0,0,1,0,0,0,0,0,1,36.326725,43.195164,20,1,4/24/09,,,
,21022,IED Explosion,0,0,0,0,0,2,0,0,0,2,36.349487,43.400791,20,1,4/24/09,,,
,21019,IED Explosion,0,0,13,15,23,19,0,1,0,35,33.305222,44.448833,9,1,4/23/09,,,
,11468,Attack,0,0,2,1,0,0,0,0,0,1,33.459831,43.030891,-1,0,4/23/09,,,
,21018,IED Explosion,0,0,0,0,61,57,0,1,0,58,34.015636,45.017872,11,1,4/23/09,,,
,21020,IED Explosion,0,0,0,0,6,3,0,1,0,4,34.275505,44.539375,-1,0,4/23/09,,,
,21016,IED Explosion,0,1,0,0,0,0,0,0,6,1,33.323303,44.502094,9,1,4/22/09,,,
,11467,Direct Fire,0,0,0,1,0,0,0,0,0,1,33.359032,44.394268,9,1,4/22/09,,,
,21017,IED Explosion,0,0,0,0,10,4,0,1,0,5,34.030441,44.227654,-1,0,4/22/09,,,
,11466,Direct Fire,0,0,0,1,0,0,0,0,0,1,36.344234,43.103394,20,1,4/22/09,,,
,21015,IED Explosion,0,0,0,0,0,0,0,1,0,1,36.674912,42.597385,-1,0,4/22/09,,,
,21014,IED Pre-detonation,0,0,0,0,0,0,0,1,0,1,36.77552,42.537113,-1,0,4/22/09,,,
,11465,Direct Fire,0,0,1,2,0,0,0,0,0,2,33.154644,44.55315,-1,0,4/21/09,,,
,21013,IED Explosion,0,0,2,1,0,0,0,0,0,1,33.239891,44.484772,9,1,4/21/09,,,
,21012,IED Explosion,0,0,2,0,0,1,0,0,0,1,36.327793,43.194138,20,1,4/21/09,,,
,21009,IED Explosion,0,0,0,0,0,3,0,0,0,3,33.288055,43.679043,-1,0,4/20/09,,,
,21011,IED Explosion,0,0,0,0,1,1,0,0,0,1,33.708591,44.65358,11,1,4/20/09,,,
,21010,IED Explosion,10,0,3,0,6,3,0,1,0,4,33.745136,44.637379,11,1,4/20/09,,,
,21008,IED Explosion,0,0,0,0,0,2,0,0,0,2,33.286549,44.057247,9,1,4/19/09,,,
,11464,Assassination,0,0,0,1,0,0,0,0,2,1,33.306671,44.492973,9,1,4/19/09,,,
,11462,Attack,0,0,0,0,0,0,0,1,0,1,33.429619,44.04031,-1,0,4/19/09,,,
,11463,Attack,0,0,2,1,0,0,0,0,0,1,36.354393,43.118748,20,1,4/19/09,,,
,11461,Assassination,0,0,0,1,0,0,0,0,0,1,33.316574,44.488621,9,1,4/18/09,,,
,21007,Other,0,0,0,0,3,2,0,0,0,2,33.228367,44.536354,9,1,4/17/09,,,
,21005,IED Explosion,0,0,38,0,0,0,0,1,0,1,33.381664,43.58564,10,1,4/16/09,,,
,21004,IED Explosion,0,0,2,0,0,1,0,0,0,1,33.742004,44.641613,11,1,4/16/09,,,
,11460,Direct Fire,0,0,2,1,0,0,0,0,0,1,36.332466,43.100338,20,1,4/16/09,,,
,21006,IED Explosion,0,0,3,0,0,0,0,1,0,1,36.35672,43.111893,20,1,4/16/09,,,
,11459,Direct Fire,0,0,0,0,3,5,0,0,0,5,33.079578,44.062504,-1,0,4/15/09,,,
,21003,IED Explosion,0,0,10,8,13,0,0,0,4,8,35.424099,44.354774,15,1,4/15/09,,,
,11458,Direct Fire,0,0,0,0,0,1,0,0,0,1,33.320629,44.387604,9,1,4/14/09,,,
,21002,IED Explosion,0,0,0,0,1,1,0,0,0,1,34.132668,44.949665,-1,0,4/14/09,,,
,11457,Attack,0,0,0,0,0,0,1,1,1,1,35.246113,44.172993,-1,0,4/14/09,,,
,21001,IED Explosion,3,1,0,0,0,0,0,0,0,1,32.607685,44.119938,7,1,4/13/09,,,
,20999,IED Explosion,0,0,0,0,0,1,0,0,0,1,33.230957,44.50629,9,1,4/12/09,,,
,20998,IED Explosion,0,0,0,0,0,1,0,0,0,1,33.277073,44.541222,9,1,4/12/09,,,
,21000,IED Explosion,0,0,0,0,1,1,0,0,11,1,33.991444,44.344093,-1,0,4/12/09,,,
,20997,IED Explosion,2,1,0,0,0,0,0,0,0,1,35.056229,43.380299,-1,0,4/12/09,,,
,20996,IED Explosion,0,0,0,0,14,6,0,1,0,7,32.892162,44.45705,-1,0,4/11/09,,,
,11455,Direct Fire,0,0,0,1,0,0,0,0,0,1,33.23912,44.323772,9,1,4/11/09,,,
,11456,Direct Fire,0,0,0,1,0,0,1,0,0,1,36.333817,43.088718,20,1,4/11/09,,,
,20994,IED Explosion,0,0,0,0,5,2,0,0,5,2,33.08268,44.254257,9,1,4/10/09,,,
,20993,IED Explosion,0,0,0,0,2,3,0,0,0,3,34.072815,44.976536,11,1,4/10/09,,,
,20995,IED Explosion,2,5,20,2,0,0,0,1,3,8,36.310757,43.117058,20,1,4/10/09,,,
,20991,IED Explosion,0,0,0,0,0,1,0,0,0,1,33.750828,44.640305,11,1,4/9/09,,,
,20992,IED Explosion,0,0,0,0,1,1,0,0,0,1,36.388237,43.209351,20,1,4/9/09,,,
,11454,Attack,0,0,0,0,1,0,0,1,0,1,36.333607,43.109554,20,1,4/8/09,,,
,20990,IED Explosion,0,0,0,0,0,1,0,0,0,1,36.344307,43.195316,20,1,4/8/09,,,
,20989,IED Explosion,0,0,4,1,6,0,0,0,0,1,33.345966,43.785629,10,1,4/7/09,,,
,20988,IED Explosion,0,0,0,0,12,1,0,0,0,1,33.364376,44.335487,9,1,4/7/09,,,
,20987,IED Explosion,0,0,0,0,5,3,0,0,0,3,33.189175,44.590458,9,1,4/6/09,,,
,20986,IED Explosion,0,0,0,0,0,3,0,0,0,3,33.223755,44.334839,9,1,4/6/09,,,
,20985,IED Explosion,0,0,0,0,25,5,0,0,0,5,33.224876,44.333778,9,1,4/6/09,,,
,20982,IED Explosion,0,0,0,0,53,8,0,0,0,8,33.395466,44.481384,9,1,4/6/09,,,
,11452,Attack,0,0,0,0,0,1,0,0,0,1,33.459831,43.030891,-1,0,4/6/09,,,
,20983,IED Explosion,0,0,0,0,16,2,0,0,0,2,33.542419,44.415558,9,1,4/6/09,,,
,20984,IED Explosion,0,0,6,0,0,1,0,0,0,1,34.039478,44.202652,-1,0,4/6/09,,,
,11453,Attack,0,0,0,1,0,0,0,0,0,1,34.106544,44.739788,-1,0,4/6/09,,,
,11451,Assassination,0,0,0,1,0,0,0,0,0,1,33.310925,44.453415,9,1,4/5/09,,,
,20980,IED Explosion,0,0,0,1,0,0,0,0,0,1,33.365265,43.774601,10,1,4/5/09,,,
,20981,IED Explosion,0,1,0,0,0,0,0,0,0,1,33.418125,45.108471,-1,0,4/5/09,,,
,11449,Attack,0,0,4,1,1,0,0,0,2,1,34.181293,43.896622,13,1,4/5/09,,,
,11450,Direct Fire,0,0,0,0,0,1,0,0,0,1,35.448833,44.37191,15,1,4/5/09,,,
,20979,IED Explosion,0,0,1,1,2,0,0,0,0,1,36.16349,42.965469,-1,0,4/5/09,,,
,20976,Other,0,0,0,0,1,4,0,0,0,4,33.2976,44.120365,9,1,4/4/09,,,
,20978,IED Explosion,0,0,0,0,0,1,0,0,0,1,36.259262,43.265724,-1,0,4/4/09,,,
,20977,IED Explosion,0,0,0,0,1,1,0,0,0,1,36.37455,43.082596,20,1,4/4/09,,,
,20975,IED Explosion,0,0,0,0,2,1,0,0,0,1,33.301003,44.466206,9,1,4/3/09,,,
,20974,IED Explosion,0,0,0,0,2,1,0,0,0,1,33.377144,44.522667,9,1,4/3/09,,,
,20971,IED Explosion,0,0,0,0,0,1,0,0,0,1,33.241314,44.399967,9,1,4/2/09,,,
,11448,Direct Fire,0,0,1,0,0,0,0,1,0,1,33.320351,44.333889,9,1,4/2/09,,,
,20972,IED Explosion,0,0,0,1,0,0,0,0,0,1,35.448833,44.37191,15,1,4/2/09,,,
,20973,IED Explosion,0,0,0,0,3,1,0,0,0,1,36.488346,43.123203,20,1,4/2/09,,,
,20970,IED Explosion,0,0,0,0,0,1,0,0,0,1,33.359924,44.346809,9,1,4/1/09,,,
,20969,IED Explosion,0,0,0,3,2,0,0,1,0,4,33.318058,44.340374,9,1,2/28/09,,,
,20968,IED Pre-detonation,0,0,0,0,0,1,0,1,2,2,33.84383,45.364258,-1,0,2/27/09,,,
,11445,Direct Fire,0,0,2,2,0,0,0,0,0,2,35.324207,43.762276,-1,0,2/27/09,,,
,11446,Direct Fire,0,0,0,0,2,2,0,0,0,2,35.324207,43.762276,-1,0,2/27/09,,,
,11447,Direct Fire,0,0,0,0,2,2,0,0,0,2,35.330013,44.642403,-1,0,2/27/09,,,
,20966,IED Pre-detonation,0,0,0,0,0,0,0,1,0,1,33.250851,44.367393,9,1,2/26/09,,,
,20965,IED Explosion,0,0,3,1,0,0,0,0,0,1,33.282757,44.393669,9,1,2/26/09,,,
,20967,IED Explosion,3,1,0,0,0,0,0,0,0,1,33.405418,44.40966,9,1,2/26/09,,,
,11444,Direct Fire,0,0,0,0,0,1,0,0,0,1,33.444096,43.892059,-1,0,2/26/09,,,
,20964,IED Explosion,0,0,0,0,1,1,0,0,0,1,33.153793,44.14782,-1,0,2/25/09,,,
,20963,IED Pre-detonation,0,0,0,0,0,0,0,1,0,1,36.310207,43.117584,20,1,2/25/09,,,
,20961,IED Explosion,0,0,0,0,8,3,0,0,0,3,33.311409,44.187462,9,1,2/24/09,,,
,20962,IED Explosion,0,0,0,0,4,2,0,0,0,2,33.319237,44.15126,9,1,2/24/09,,,
,11441,Direct Fire,0,0,0,0,0,1,0,0,0,1,33.402241,44.483818,9,1,2/24/09,,,
,11443,Direct Fire,0,0,0,0,0,1,0,0,0,1,36.3433,43.101189,20,1,2/24/09,,,
,11442,Direct Fire,3,1,1,0,1,1,0,0,0,2,36.358265,43.13068,20,1,2/24/09,,,
,20960,IED Explosion,0,0,0,0,1,1,0,0,0,1,32.824642,44.412399,-1,0,2/23/09,,,
,20959,IED Explosion,0,0,0,0,6,1,0,0,0,1,33.316845,44.198555,9,1,2/23/09,,,
,11440,Direct Fire,0,0,0,2,0,0,0,0,0,2,33.331497,44.278362,9,1,2/23/09,,,
,20958,IED Found/Cleared,0,0,0,0,0,0,0,2,0,2,33.445957,45.072304,-1,0,2/22/09,,,
,20957,IED Explosion,0,0,3,2,0,0,0,0,0,2,36.392479,43.07658,20,1,2/22/09,,,
,20955,IED Explosion,0,1,0,0,0,0,1,0,1,1,33.660336,44.238213,-1,0,2/21/09,,,
,20956,IED Explosion,0,0,0,1,0,0,0,0,0,1,34.585793,43.681744,14,1,2/21/09,,,
,11439,Direct Fire,0,0,8,5,0,0,0,0,0,5,36.349487,43.400791,20,1,2/21/09,,,
,11438,Direct Fire,0,0,0,0,0,1,0,0,0,1,30.505703,47.817436,0,1,2/20/09,,,
,20954,IED Explosion,0,0,0,1,0,0,0,0,0,1,33.75248,44.607731,11,1,2/20/09,,,
,20952,IED Explosion,0,0,1,0,1,3,0,0,0,3,33.194294,43.969025,-1,0,2/19/09,,,
,20953,IED Explosion,0,0,3,1,5,0,0,0,0,1,36.325806,43.129349,20,1,2/19/09,,,
,11437,Assassination,0,0,0,0,0,1,0,0,0,1,33.239891,44.484772,9,1,2/18/09,,,
,20951,IED Explosion,0,0,1,0,0,1,0,0,2,1,34.255615,45.049961,-1,0,2/18/09,,,
,20949,IED Explosion,0,0,0,0,1,1,0,0,0,1,34.961193,43.995579,-1,0,2/18/09,,,
,20950,IED Explosion,0,0,0,0,2,1,0,0,0,1,35.20462,43.992588,-1,0,2/18/09,,,
,20948,IED Explosion,0,0,5,0,0,1,0,0,0,1,33.745277,44.641426,11,1,2/17/09,,,
,20947,IED Explosion,0,0,0,0,1,2,0,0,0,2,33.367653,44.518097,9,1,2/16/09,,,
,20946,Mine Strike,0,0,0,1,0,0,0,0,0,1,33.542885,45.118698,-1,0,2/16/09,,,
,11436,Direct Fire,0,0,0,0,0,1,0,0,0,1,34.531532,43.240238,-1,0,2/16/09,,,
,20945,IED Explosion,2,1,0,0,0,0,0,0,1,1,31.528969,46.923088,-1,0,2/15/09,,,
,20943,IED Explosion,0,0,0,0,2,1,0,0,0,1,33.363384,44.445889,9,1,2/15/09,,,
,20944,IED Explosion,0,0,0,0,19,1,0,0,0,1,33.365978,44.441032,9,1,2/15/09,,,
,11435,Direct Fire,0,0,0,0,0,1,0,0,0,1,33.5546,44.319817,9,1,2/15/09,,,
,11432,Direct Fire,0,0,1,2,0,0,0,0,0,2,34.068867,44.864532,11,1,2/15/09,,,
,11433,Direct Fire,0,0,0,1,0,0,0,0,0,1,36.328579,43.082607,20,1,2/15/09,,,
,11434,Direct Fire,0,0,0,0,0,1,0,0,0,1,36.328579,43.082607,20,1,2/15/09,,,
,20942,IED Explosion,0,0,0,0,2,1,0,0,0,1,33.631878,45.364441,-1,0,2/14/09,,,
,11430,Direct Fire,0,0,0,1,0,0,0,0,0,1,36.340263,43.085999,20,1,2/14/09,,,
,11431,Direct Fire,0,0,0,1,0,0,0,0,0,1,36.341248,43.08564,20,1,2/14/09,,,
,20941,IED Explosion,0,0,0,0,5,1,0,0,0,1,36.361977,43.085464,20,1,2/14/09,,,
,20940,IED Explosion,0,0,0,0,20,21,0,1,0,22,32.783367,44.297447,-1,0,2/13/09,,,
,11429,Direct Fire,0,0,0,0,0,1,0,0,0,1,36.260929,43.384789,-1,0,2/13/09,,,
,20939,IED Explosion,0,0,0,0,54,9,0,0,0,9,32.613018,44.033291,7,1,2/12/09,,,
,20938,IED Explosion,0,0,5,4,0,0,0,0,0,4,36.335976,43.163311,20,1,2/12/09,,,
,20930,IED Explosion,0,0,3,2,0,0,0,0,0,2,32.903664,44.340233,-1,0,2/11/09,,,
,20934,IED Explosion,0,0,0,0,33,8,0,0,0,8,33.259869,44.336452,9,1,2/11/09,,,
,20933,IED Explosion,0,0,0,0,3,1,0,0,0,1,33.356747,44.39595,9,1,2/11/09,,,
,20935,IED Explosion,0,0,0,1,1,0,0,0,0,1,33.365448,44.333546,9,1,2/11/09,,,
,20937,IED Explosion,0,0,0,0,2,2,0,0,0,2,33.511612,42.889778,-1,0,2/11/09,,,
,20936,IED Explosion,0,0,0,0,2,1,0,0,0,1,33.640377,42.827347,-1,0,2/11/09,,,
,20931,IED Explosion,0,0,1,2,2,0,0,1,0,3,36.310207,43.117584,20,1,2/11/09,,,
,11427,Direct Fire,0,0,0,3,0,0,0,0,0,3,36.357822,43.16547,20,1,2/11/09,,,
,11428,Direct Fire,0,0,0,3,0,0,0,0,0,3,36.357822,43.16547,20,1,2/11/09,,,
,20932,IED Explosion,0,0,1,1,0,0,0,1,0,2,36.392605,43.141239,20,1,2/11/09,,,
,11425,Direct Fire,0,0,0,0,0,1,0,0,0,1,33.683258,44.625633,-1,0,2/10/09,,,
,11426,Direct Fire,0,0,0,0,0,1,0,0,0,1,33.683289,44.636421,11,1,2/10/09,,,
,11424,Assassination,0,0,0,0,0,1,0,0,0,1,36.348625,43.153431,20,1,2/10/09,,,
,20925,IED Explosion,0,0,0,0,2,1,0,0,0,1,34.106544,44.739788,-1,0,2/9/09,,,
,20929,Mine Strike,0,0,4,1,0,0,0,0,0,1,34.15073,45.262516,-1,0,2/9/09,,,
,20927,IED Explosion,0,0,0,0,3,1,0,0,0,1,34.20739,44.445961,-1,0,2/9/09,,,
,20926,IED Explosion,0,0,0,0,0,1,0,0,0,1,34.256519,45.049767,-1,0,2/9/09,,,
,20928,IED Explosion,0,4,0,0,0,1,0,1,0,6,36.331497,43.095905,20,1,2/9/09,,,
,11423,Assassination,0,0,0,0,0,1,0,0,0,1,36.35812,43.126461,20,1,2/9/09,,,
,20922,IED Explosion,0,0,0,0,11,1,0,0,0,1,33.365562,44.355041,9,1,2/8/09,,,
,20923,IED Explosion,0,0,0,0,8,1,0,0,0,1,33.380688,44.385464,9,1,2/8/09,,,
,11422,Direct Fire,1,0,0,1,0,0,0,1,6,2,33.42028,44.008842,-1,0,2/8/09,,,
,20924,IED Explosion,0,0,0,0,0,0,0,1,0,1,36.34576,43.124138,20,1,2/8/09,,,
,20921,IED Explosion,0,0,4,2,0,0,0,0,0,2,34.097137,43.975548,-1,0,2/7/09,,,
,11421,Direct Fire,0,0,0,1,0,0,0,0,0,1,30.997776,46.225494,2,1,2/6/09,,,
,20918,IED Explosion,0,0,0,0,0,1,0,0,0,1,31.163303,47.457073,-1,0,2/6/09,,,
,20919,IED Explosion,0,0,0,0,0,1,0,0,0,1,33.392834,44.39785,9,1,2/6/09,,,
,20920,IED Explosion,0,0,4,1,0,0,0,0,0,1,34.112591,45.018326,-1,0,2/6/09,,,
,20915,IED Pre-detonation,0,0,0,0,0,0,0,3,0,3,33.20171,43.324181,-1,0,2/5/09,,,
,20917,IED Explosion,0,0,1,1,0,0,0,0,0,1,34.237598,44.060715,-1,0,2/5/09,,,
,20916,IED Explosion,0,0,2,1,0,0,0,0,0,1,34.247059,45.148243,-1,0,2/5/09,,,
,20914,IED Explosion,0,0,0,1,11,14,0,1,0,16,34.347904,45.387085,-1,0,2/5/09,,,
,20913,IED Explosion,0,0,0,0,1,1,0,0,4,1,33.307518,44.336006,9,1,2/4/09,,,
,20912,Other,0,0,0,0,2,2,0,2,0,4,32.97823,44.298191,-1,0,2/3/09,,,
,11420,Direct Fire,2,0,0,0,0,0,0,2,0,2,33.312691,43.83427,-1,0,2/3/09,,,
,11418,Assassination,0,0,0,1,0,0,0,0,0,1,33.357098,44.473335,9,1,2/2/09,,,
,11417,Assassination,0,0,0,0,0,1,0,0,0,1,33.365978,44.441032,9,1,2/2/09,,,
,11419,Attack,7,0,0,0,7,2,0,0,2,2,36.33709,43.119053,20,1,2/2/09,,,
,20911,IED Explosion,0,0,1,0,9,1,0,0,0,1,36.418365,43.117207,20,1,2/2/09,,,
,20910,IED Explosion,0,0,0,0,2,1,0,0,0,1,33.527298,44.246155,9,1,2/1/09,,,
,20909,IED Pre-detonation,0,0,0,0,0,0,3,1,3,1,33.589394,44.232975,-1,0,2/1/09,,,
,20908,IED Explosion,0,0,7,0,0,1,0,0,0,1,34.87973,44.624229,-1,0,1/31/09,,,
,11416,Direct Fire,0,0,0,0,0,0,0,1,0,1,36.325172,43.094944,20,1,1/31/09,,,
,20907,Other,0,0,17,1,0,0,0,0,0,1,33.320351,44.333889,9,1,1/30/09,,,
,11414,Direct Fire,1,0,0,0,0,0,0,1,1,1,34.92802,43.498497,-1,0,1/30/09,,,
,11415,Direct Fire,0,0,0,0,0,1,0,0,0,1,34.930592,43.714569,-1,0,1/30/09,,,
,20906,IED Explosion,0,0,0,0,0,1,0,0,0,1,30.46841,47.831978,0,1,1/29/09,,,
,11413,Assassination,0,0,0,0,0,1,0,0,0,1,33.293018,44.284691,9,1,1/29/09,,,
,11412,Assassination,0,0,0,0,0,1,0,0,0,1,36.326107,43.097149,20,1,1/29/09,,,
,11410,Direct Fire,0,0,0,2,0,0,0,0,0,2,33.989002,44.624294,-1,0,1/28/09,,,
,11411,Direct Fire,0,0,0,2,0,0,0,0,0,2,34.890808,44.620239,-1,0,1/28/09,,,
,20904,IED Explosion,0,0,0,1,0,0,0,0,0,1,36.330772,43.107063,20,1,1/28/09,,,
,20905,Other,0,0,0,0,0,0,0,2,0,2,36.349251,43.07782,20,1,1/28/09,,,
,20902,IED Explosion,0,0,0,0,1,1,0,0,0,1,32.589077,45.934818,12,1,1/27/09,,,
,11409,Direct Fire,0,0,0,0,1,1,0,0,0,1,33.310574,44.205055,9,1,1/27/09,,,
,20903,IED Explosion,0,0,0,4,1,0,0,0,0,4,36.343143,43.14888,20,1,1/27/09,,,
,20897,IED Explosion,0,0,0,0,1,3,0,0,0,3,33.303169,44.037731,9,1,1/26/09,,,
,20898,IED Explosion,0,0,0,0,0,1,0,0,0,1,33.310574,44.205055,9,1,1/26/09,,,
,20896,IED Explosion,0,0,0,0,0,1,0,0,0,1,33.497578,44.975151,-1,0,1/26/09,,,
,20901,IED Explosion,0,0,0,1,0,0,0,0,0,1,33.581242,44.702927,-1,0,1/26/09,,,
,20899,IED Explosion,0,0,0,0,4,0,0,1,0,1,33.740448,44.650352,11,1,1/26/09,,,
,11408,SAFIRE,0,4,0,0,0,0,0,0,0,4,35.348511,44.236881,-1,0,1/26/09,,,
,20900,IED Explosion,0,0,0,0,1,1,0,0,0,1,36.327545,43.136993,20,1,1/26/09,,,
,11407,Direct Fire,0,0,0,1,0,0,0,0,0,1,33.457428,45.043041,-1,0,1/25/09,,,
,20895,IED Explosion,0,0,0,0,0,1,0,0,0,1,33.799877,44.680428,11,1,1/25/09,,,
,11406,Direct Fire,0,0,0,0,2,2,0,0,0,2,32.580551,44.307453,-1,0,1/24/09,,,
,20893,IED Explosion,0,0,8,2,9,0,0,0,0,2,33.288055,43.679043,-1,0,1/24/09,,,
,20892,IED Explosion,0,0,3,3,0,1,0,0,0,4,33.404911,43.919979,10,1,1/24/09,,,
,20894,IED Explosion,0,0,1,0,1,1,0,0,0,1,36.369869,43.128407,20,1,1/24/09,,,
,11401,Assassination,0,0,0,0,0,1,0,0,0,1,33.239891,44.484772,9,1,1/23/09,,,
